"logFC","logCPM","LR","PValue","FDR","gene","avg_log2FC"
3.72301832653012,11.5876241987983,424.363951894457,2.7390002054632e-94,1.95455054661854e-90,"TIMP3",3.72301832653012
-2.06648410894307,10.8709032948272,355.39525361815,2.83316556239081e-79,1.01087347266104e-75,"EBF1",-2.06648410894307
4.76193939658722,9.98326613549373,336.0182058535,4.69947508377705e-75,1.1178484732611e-71,"LINC01705",4.76193939658722
-2.27582224590875,10.5820434013129,294.570017976189,5.02131069858206e-66,8.9580182862704e-63,"PDE3A",-2.27582224590875
-1.80963346868325,10.4589830371424,291.379468700731,2.48877129515999e-65,3.55197439245234e-62,"SVIL",-1.80963346868325
-2.3090689084266,9.57857874354331,270.70825582538,7.95332479985762e-61,9.45915429529733e-58,"SMAD3",-2.3090689084266
-2.5957731578058,10.0926550380517,259.900558047242,1.80381555515018e-58,1.83886111450738e-55,"COL14A1",-2.5957731578058
-2.11807079410649,9.61293091294688,257.522971465273,5.9492055588329e-58,5.30669135847894e-55,"SASH1",-2.11807079410649
-1.7316911745734,10.421679878768,256.867193013745,8.26816052767815e-58,6.5557326139457e-55,"ROR1",-1.7316911745734
1.49345284611443,12.9846195462625,256.518076726888,9.85170986540785e-58,7.03018015995504e-55,"FN1",1.49345284611443
3.43609872715844,9.49313309301646,254.685676878829,2.47147921274827e-57,1.60331596928833e-54,"COMP",3.43609872715844
-2.19583863114404,9.65241700351099,239.334766743326,5.49233336025783e-54,3.26610757156665e-51,"PDGFRA",-2.19583863114404
-2.29847714458757,9.91778113248005,238.692692774922,7.58158539601852e-54,4.16170718353755e-51,"IGFBP3",-2.29847714458757
-2.50561716562071,9.88866648817669,236.615802570125,2.15096356193391e-53,1.0963768555686e-50,"EDNRA",-2.50561716562071
-4.30863857348836,10.0339560517026,229.227933597169,8.78453134614217e-52,4.17909437907137e-49,"LINC03000",-4.30863857348836
-2.64257913294759,9.64600946363095,225.568920645457,5.51730794965331e-51,2.46071934554537e-48,"PDE7B",-2.64257913294759
-2.3505542815244,9.71612928542081,225.28059325469,6.37693589488676e-51,2.67681262034776e-48,"LAMA4",-2.3505542815244
2.66876341779074,10.4368366571096,224.839410627032,7.958580466934e-51,3.15513501178006e-48,"ITGBL1",2.66876341779074
-2.13320665765697,10.1063744398348,220.544437823245,6.88063423340942e-50,2.58422136261103e-47,"MIR99AHG",-2.13320665765697
-2.42126239160354,9.39823717155291,218.080922166961,2.37132763721451e-49,8.46089700958138e-47,"ARHGAP29",-2.42126239160354
-2.97209544171325,9.71111311359721,205.439227525353,1.35815107615393e-46,4.61512670449259e-44,"NLGN1",-2.97209544171325
-2.4544588832056,9.26298538811982,202.344390578744,6.43054705662326e-46,2.0858356270938e-43,"OLFM2",-2.4544588832056
-2.69200739716044,9.14914225593142,192.575246725835,8.71424342883188e-44,2.70368874383236e-41,"HGF",-2.69200739716044
2.56949654663003,10.3691668557504,190.558520376879,2.40114854580295e-43,7.13941500952078e-41,"KIF26B",2.56949654663003
-2.68957582894758,9.13358558934024,188.587020961609,6.46784721545205e-43,1.84618230917863e-40,"ARHGAP6",-2.68957582894758
-2.21791951426632,10.3120131628768,187.867258221199,9.28701185188018e-43,2.54892756057758e-40,"LSAMP",-2.21791951426632
-1.62196051647245,10.3089263920715,184.869318582226,4.19108944198737e-42,1.10768941696377e-39,"PDZRN3",-1.62196051647245
-2.06619293637019,9.70485327102139,182.234603912431,1.57591167358578e-41,4.01632346525292e-39,"EGFR",-2.06619293637019
-2.70124836488883,9.21319368945594,179.072359412204,7.72617822157604e-41,1.90117268238506e-38,"GNA14",-2.70124836488883
-1.77619414444274,10.4423205834721,176.69946537266,2.54739966015597e-40,6.05941465829101e-38,"LDB2",-1.77619414444274
2.79347896062053,10.1749809789622,173.812978180676,1.08749341249093e-39,2.50333967468879e-37,"ENPP1",2.79347896062053
-2.04814522854883,9.40752974977138,172.368527932122,2.24841656884844e-39,5.01396894853203e-37,"ARSJ",-2.04814522854883
